applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,collateral_value,repayment_history,debt_to_income_ratio,default_flag
APP-1111,Manufacturing,19,1485986,36223,901641,600,2,182529,Good,0.35,0
APP-1112,Manufacturing,12,710501,8667,506409,475,0,415107,Good,0.58,1
APP-1113,Services,19,1608274,24200,735735,409,0,59151,Good,0.35,1
APP-1114,Services,9,4872884,48473,990013,501,0,84661,Good,0.6,1
APP-1115,Trading,7,697272,8990,636549,467,2,194080,Good,0.67,1
APP-1116,Trading,14,4782369,98179,892171,385,0,183560,Good,0.57,1
APP-1117,Manufacturing,19,3234074,54832,272701,350,0,56632,Good,0.43,0
APP-1118,Services,19,2988287,40139,958170,411,3,381991,Good,0.31,1
APP-1119,Services,2,3814993,45773,702749,762,3,66533,Good,0.19,0
APP-1120,Services,9,359963,8903,713060,741,0,375603,Good,0.45,0
APP-1121,Trading,13,4141701,92301,140878,570,2,71889,Good,0.6,1
APP-1122,Trading,15,1233493,36263,633431,643,0,84239,Good,0.48,0
APP-1123,Services,3,4791882,61885,558866,482,0,101511,Poor,0.61,1
APP-1124,Services,11,1473271,43510,609067,802,1,57942,Poor,0.33,0
APP-1125,Services,14,4668219,106347,674956,309,1,9275,Average,0.15,1
APP-1126,Trading,8,1757229,26338,853932,793,1,282109,Average,0.64,0
APP-1127,Services,18,4100177,62208,606822,533,1,97955,Good,0.25,0
APP-1128,Services,19,2790936,50495,806561,597,1,114178,Good,0.53,1
APP-1129,Manufacturing,16,1601726,31772,466610,543,2,166926,Average,0.66,1
APP-1130,Manufacturing,2,2556976,26582,207118,808,2,409189,Good,0.2,0
APP-1131,Trading,8,4441649,130510,808028,650,1,351230,Good,0.52,0
APP-1132,Services,6,2950203,33549,599643,566,0,289022,Average,0.58,1
APP-1133,Services,12,1700870,34731,547262,500,1,387808,Good,0.62,1
APP-1134,Manufacturing,15,3670597,65731,207745,538,2,410321,Good,0.2,0
APP-1135,Trading,8,858062,18139,908436,633,1,113174,Good,0.68,0
APP-1136,Manufacturing,4,3039159,92756,261366,714,1,326890,Good,0.17,0
APP-1137,Manufacturing,15,4884028,161468,398938,783,0,361602,Average,0.46,0
APP-1138,Manufacturing,17,717538,6343,496649,736,1,212637,Good,0.41,0
APP-1139,Manufacturing,13,4657455,84599,866634,545,0,390828,Poor,0.26,1
APP-1140,Services,18,2063338,59369,84442,307,3,302079,Average,0.31,0
APP-1141,Services,2,3128378,51613,687178,451,1,32784,Good,0.22,0
APP-1142,Manufacturing,13,4922691,120897,970750,691,0,424817,Good,0.4,0
APP-1143,Trading,13,2112624,70011,589886,510,1,39865,Good,0.12,1
APP-1144,Trading,15,4695373,115048,143726,666,2,359225,Poor,0.72,1
APP-1145,Trading,10,1997175,22194,568046,385,0,340845,Good,0.21,0
APP-1146,Trading,3,4311663,126791,820636,354,1,411832,Average,0.72,1
APP-1147,Manufacturing,19,2350612,76394,137309,745,1,273798,Good,0.7,0
APP-1148,Services,3,4060768,106173,700288,603,2,17830,Good,0.42,0
APP-1149,Trading,14,2092749,39364,523644,431,0,409421,Poor,0.45,1
APP-1150,Manufacturing,8,1375831,44086,194681,720,1,42425,Good,0.31,0
APP-1151,Trading,4,4530609,147460,564840,684,3,208567,Good,0.8,0
APP-1152,Trading,11,955352,30295,413552,497,3,480910,Good,0.57,1
APP-1153,Manufacturing,11,941255,17534,319181,346,1,77355,Average,0.77,1
APP-1154,Services,11,2010022,56433,157278,502,3,429067,Average,0.39,1
APP-1155,Services,2,3326194,82116,569119,560,1,108039,Average,0.72,1
APP-1156,Manufacturing,17,2328598,29866,53563,323,1,254031,Good,0.41,1
APP-1157,Services,9,4661534,101254,28361,639,1,400168,Good,0.71,0
APP-1158,Manufacturing,2,1931397,52197,837767,711,0,482977,Good,0.19,0
APP-1159,Manufacturing,15,3961251,121733,84469,560,1,47405,Good,0.55,1
APP-1160,Manufacturing,16,4655681,139196,530581,585,1,257239,Good,0.58,1
APP-1161,Services,4,1730664,21113,520571,812,2,238839,Good,0.56,0
APP-1162,Manufacturing,8,3596434,73849,560104,385,2,255516,Good,0.41,0
APP-1163,Trading,9,2528843,51310,791710,729,1,267535,Average,0.58,0
APP-1164,Services,5,812557,25028,680979,330,0,473220,Average,0.27,1
APP-1165,Services,16,4280061,35874,244295,739,0,193540,Poor,0.52,1
APP-1166,Services,13,2769713,74231,626767,648,0,15091,Good,0.49,0
APP-1167,Services,7,4196477,99873,36819,711,1,292381,Good,0.32,0
APP-1168,Trading,17,632933,19856,939245,827,0,375412,Good,0.65,0
APP-1169,Services,3,371199,7333,394474,609,1,255665,Good,0.16,0
APP-1170,Services,5,976502,24192,18798,695,0,320497,Good,0.22,0
APP-1171,Manufacturing,19,3879994,126689,690503,637,2,336644,Poor,0.43,0
APP-1172,Services,12,1461746,39366,846127,736,2,171754,Good,0.72,0
APP-1173,Trading,7,2479488,24839,435963,664,1,374924,Good,0.5,0
APP-1174,Trading,9,4990935,62494,778230,412,0,442850,Good,0.69,1
APP-1175,Trading,6,79092,2283,764547,475,1,289112,Good,0.46,1
APP-1176,Trading,17,707191,11812,663832,448,0,185905,Good,0.65,1
APP-1177,Services,16,2437807,63337,686542,477,0,171277,Good,0.33,0
APP-1178,Services,3,933435,24109,263800,681,0,207979,Good,0.67,0
APP-1179,Trading,4,4131534,137067,543703,522,0,435757,Good,0.38,1
APP-1180,Trading,10,1940576,38967,938589,558,0,125401,Good,0.49,0
APP-1181,Services,5,3559934,95331,418224,488,0,222289,Good,0.22,1
APP-1182,Trading,10,3509379,33522,621926,605,0,290429,Good,0.74,0
APP-1183,Manufacturing,12,257580,5125,552740,677,1,365651,Good,0.59,0
APP-1184,Trading,10,819032,10647,467291,642,3,445729,Poor,0.7,1
APP-1185,Trading,13,1722992,50565,411336,455,2,15430,Good,0.25,0
APP-1186,Manufacturing,11,4792256,140561,729745,354,0,251707,Good,0.15,0
APP-1187,Manufacturing,16,3822380,54440,644493,741,1,140105,Average,0.34,0
APP-1188,Services,8,4408548,71817,28170,499,2,150990,Good,0.46,0
APP-1189,Services,8,526857,13643,26259,702,0,280400,Average,0.66,0
APP-1190,Manufacturing,8,1710100,45813,294243,476,2,179594,Poor,0.38,1
APP-1191,Manufacturing,13,61017,1511,150721,748,1,195425,Good,0.29,0
APP-1192,Services,2,3981895,132400,139394,840,3,384090,Average,0.36,0
APP-1193,Trading,12,3150786,94682,331402,600,2,31188,Good,0.59,0
APP-1194,Manufacturing,10,2701788,50685,182109,606,1,317278,Good,0.34,0
APP-1195,Services,12,3605392,59516,283949,566,1,314801,Average,0.79,1
APP-1196,Trading,11,2418787,56247,519212,513,0,298232,Poor,0.22,1
APP-1197,Manufacturing,15,259720,7473,264599,782,0,408195,Good,0.63,0
APP-1198,Trading,16,2268222,45856,53147,561,1,199336,Good,0.51,1
APP-1199,Services,17,4040919,108198,84280,366,0,312250,Good,0.26,0
APP-1200,Manufacturing,2,3065624,27015,187125,432,0,132667,Good,0.63,1
APP-1201,Trading,18,4187192,131810,378921,839,0,163696,Good,0.41,0
APP-1202,Manufacturing,12,2182162,60400,632129,811,2,490320,Poor,0.58,1
APP-1203,Trading,19,4167386,75796,494609,510,0,67824,Good,0.56,1
APP-1204,Services,18,1745625,31305,659014,552,0,367293,Good,0.18,0
APP-1205,Services,17,2012160,21943,400503,337,1,171503,Good,0.69,1
APP-1206,Manufacturing,6,1784872,51292,86215,342,1,356691,Good,0.58,1
APP-1207,Trading,15,1701722,46880,647197,704,0,121624,Good,0.65,0
APP-1208,Manufacturing,3,4281797,103146,367509,345,3,410343,Good,0.41,1
APP-1209,Manufacturing,6,3887478,42255,283129,753,1,280022,Average,0.24,0
APP-1210,Trading,3,4074537,60677,284535,604,1,252366,Good,0.33,0
APP-1211,Trading,1,2830877,56068,539149,532,0,465696,Good,0.73,1
APP-1212,Trading,13,2670390,40009,991086,544,1,322834,Average,0.76,1
APP-1213,Services,14,3081863,59118,271968,594,2,77838,Good,0.44,0
APP-1214,Manufacturing,13,1200311,16783,717288,682,0,187432,Good,0.31,0
APP-1215,Manufacturing,4,1645776,28098,306508,457,0,108484,Average,0.61,1
APP-1216,Services,7,2118535,52202,354543,704,0,393423,Good,0.64,0
APP-1217,Trading,10,3167173,97049,500251,300,3,1083,Good,0.67,1
APP-1218,Services,7,4875885,87566,783360,516,0,182636,Average,0.12,1
APP-1219,Services,15,3294811,84449,524060,806,2,265455,Poor,0.11,1
APP-1220,Services,15,3083932,36091,234402,329,0,285279,Good,0.35,0
APP-1221,Manufacturing,4,671747,14680,577211,819,1,57109,Good,0.21,0
APP-1222,Services,6,2545902,79880,935423,574,1,323498,Good,0.66,1
APP-1223,Manufacturing,5,2894517,26142,196968,791,0,456863,Good,0.47,0
APP-1224,Manufacturing,12,1331258,19998,511854,335,1,106892,Good,0.68,1
APP-1225,Manufacturing,1,4673190,54422,357962,610,0,452517,Poor,0.22,1
APP-1226,Trading,8,4473475,96901,974900,343,0,324377,Good,0.54,1
APP-1227,Manufacturing,1,3569567,90397,700200,454,2,227827,Good,0.51,1
APP-1228,Manufacturing,5,4411862,43138,707615,376,0,475344,Good,0.34,0
APP-1229,Trading,6,1033061,10424,343304,737,1,177284,Poor,0.46,1
APP-1230,Manufacturing,3,346412,10418,138165,731,0,351612,Good,0.51,0
APP-1231,Services,15,2621703,51750,240314,841,0,188848,Good,0.72,0
APP-1232,Services,5,2435632,48486,411392,338,1,215648,Average,0.14,0
APP-1233,Manufacturing,14,2937225,93838,305673,538,1,202458,Good,0.68,1
APP-1234,Trading,18,3282860,53637,459622,312,0,51588,Good,0.79,1
APP-1235,Services,16,2745563,84450,678301,421,1,293860,Good,0.61,1
APP-1236,Trading,6,1548118,50607,535957,443,0,127558,Poor,0.62,1
APP-1237,Trading,14,1850831,26606,751142,754,2,340399,Poor,0.25,0
APP-1238,Services,8,1644362,34834,913805,667,0,152849,Good,0.47,0
APP-1239,Trading,7,3790214,82218,317003,546,0,389470,Good,0.59,1
APP-1240,Services,8,2118710,63534,590074,344,2,442501,Good,0.52,1
APP-1241,Trading,13,3696313,58886,716443,674,0,121921,Good,0.37,0
APP-1242,Services,6,1057705,29916,967580,590,0,213630,Average,0.76,1
APP-1243,Manufacturing,18,2832540,92364,554611,506,0,492748,Good,0.46,0
APP-1244,Services,2,366790,10762,240502,818,2,93481,Average,0.78,0
APP-1245,Services,8,1966195,61073,791537,541,3,159860,Good,0.49,1
APP-1246,Services,11,3597480,93686,540309,413,2,397235,Average,0.66,1
APP-1247,Services,1,3837415,118699,530766,601,1,75018,Poor,0.62,1
APP-1248,Trading,6,95712,1192,311951,575,1,46873,Good,0.56,1
APP-1249,Manufacturing,16,2546641,66575,400449,395,1,477332,Good,0.11,0
APP-1250,Services,12,4578268,121920,322499,593,0,130241,Good,0.15,0
APP-1251,Trading,11,2272494,43888,505655,659,3,403111,Average,0.51,0
APP-1252,Manufacturing,10,1714092,17701,647703,587,0,210743,Good,0.74,1
APP-1253,Manufacturing,3,4580801,109455,972236,453,0,442229,Average,0.52,1
APP-1254,Manufacturing,13,537707,5178,280855,722,2,452786,Good,0.27,0
APP-1255,Manufacturing,3,142091,2542,466295,349,2,469139,Good,0.32,0
APP-1256,Services,15,943150,17141,17904,506,0,356816,Good,0.54,1
APP-1257,Services,16,585827,19511,598321,512,0,476111,Poor,0.52,1
APP-1258,Trading,13,982196,15546,765947,365,1,47672,Good,0.77,1
APP-1259,Trading,17,2099736,60566,882910,531,1,268265,Good,0.47,0
APP-1260,Trading,3,3990063,38554,130035,619,1,99332,Poor,0.35,0
APP-1261,Manufacturing,11,471743,10179,755147,436,0,82445,Average,0.47,1
APP-1262,Manufacturing,19,1613482,35094,196168,364,3,330007,Average,0.65,1
APP-1263,Services,11,1680872,40428,231666,813,0,150002,Good,0.48,0
APP-1264,Manufacturing,16,1575068,45020,766141,431,1,49987,Good,0.33,0
APP-1265,Manufacturing,3,4664228,127713,275237,633,1,100787,Good,0.34,0
APP-1266,Manufacturing,6,2214452,60584,297062,331,0,390359,Average,0.63,1
APP-1267,Trading,14,4635711,88730,203708,797,0,428718,Good,0.15,0
APP-1268,Trading,18,4184777,110980,724166,542,3,97083,Good,0.29,1
APP-1269,Services,17,3387013,69827,150466,491,2,31688,Average,0.21,0
APP-1270,Manufacturing,4,4024532,40273,134501,441,0,370178,Good,0.76,1
APP-1271,Manufacturing,15,3294699,100777,794516,490,2,108406,Good,0.16,0
APP-1272,Services,11,3133562,95847,626798,448,0,7304,Good,0.63,1
APP-1273,Manufacturing,3,2185896,35860,103708,715,1,135121,Good,0.54,0
APP-1274,Manufacturing,3,4622530,144134,632107,819,0,277091,Good,0.54,0
APP-1275,Trading,16,2466738,67299,245603,315,2,256594,Average,0.63,1
APP-1276,Services,5,2757430,50608,940784,405,0,9495,Average,0.38,0
APP-1277,Services,10,2006678,33352,570591,582,1,286851,Good,0.38,1
APP-1278,Services,19,2382127,77923,561741,403,2,229768,Good,0.3,1
APP-1279,Services,4,2675090,69950,524908,660,0,455136,Good,0.52,0
APP-1280,Trading,19,1976252,35184,905318,334,1,306688,Poor,0.75,1
APP-1281,Trading,11,2124278,51796,857127,412,0,161778,Good,0.75,1
APP-1282,Manufacturing,2,2068852,46800,733809,607,1,100770,Poor,0.59,1
APP-1283,Manufacturing,10,2195265,47081,533526,352,0,427209,Average,0.73,1
APP-1284,Manufacturing,11,4384165,107196,166837,380,1,14987,Good,0.77,1
APP-1285,Manufacturing,16,1130701,24619,405556,668,3,150161,Good,0.66,0
APP-1286,Trading,19,1328343,32814,529676,541,0,65997,Good,0.39,0
APP-1287,Services,11,3082115,95615,757075,330,0,272137,Good,0.44,0
APP-1288,Trading,14,740778,24567,572345,660,1,11465,Good,0.75,0
APP-1289,Manufacturing,2,4094064,106713,928101,532,2,82071,Good,0.57,1
APP-1290,Trading,5,228157,7193,723348,333,3,294784,Good,0.67,1
APP-1291,Services,5,1803897,53744,628943,542,0,338141,Good,0.18,1
APP-1292,Services,19,2400959,37717,287169,358,0,12366,Good,0.24,0
APP-1293,Trading,12,3878973,122792,279289,828,2,292039,Good,0.34,0
APP-1294,Trading,18,661709,6685,635494,377,2,263929,Good,0.23,0
APP-1295,Trading,4,1279959,21223,196869,601,1,6242,Average,0.73,0
APP-1296,Manufacturing,17,4989158,121395,838155,411,0,286673,Average,0.25,0
APP-1297,Trading,10,3393867,72989,607518,712,0,112616,Good,0.49,0
APP-1298,Trading,6,4006092,87707,932334,616,0,326543,Good,0.16,0
APP-1299,Trading,14,2692800,75951,689290,444,3,268500,Good,0.21,0
APP-1300,Services,11,1708332,22551,426968,317,0,416445,Good,0.27,0
APP-1301,Services,11,4501441,148030,118138,650,1,85380,Good,0.79,0
APP-1302,Manufacturing,18,1399651,26970,741385,454,1,280364,Poor,0.66,1
APP-1303,Manufacturing,18,821279,26346,746664,805,0,418867,Good,0.57,0
APP-1304,Services,11,4124999,73883,72040,659,0,359366,Good,0.74,0
APP-1305,Services,12,713431,16678,642956,631,1,218735,Average,0.77,0
APP-1306,Services,5,627701,12297,733056,827,0,350342,Good,0.42,0
APP-1307,Trading,9,1638404,41339,514788,311,0,455066,Good,0.33,0
APP-1308,Trading,9,1855148,23975,467864,374,0,255960,Average,0.32,0
APP-1309,Services,10,302515,5550,851462,511,2,34261,Good,0.13,0
APP-1310,Trading,19,3942825,39597,66815,582,3,189551,Good,0.3,1
APP-1311,Trading,1,2921083,68019,226741,494,1,443916,Average,0.35,0
APP-1312,Manufacturing,7,659723,21375,122789,329,2,221968,Average,0.13,0
APP-1313,Services,4,4788379,45398,438906,308,1,130792,Poor,0.72,1
APP-1314,Services,1,333126,8269,753766,608,1,103467,Average,0.69,0
APP-1315,Trading,15,2694046,74654,854355,744,3,304524,Good,0.28,0
APP-1316,Services,8,2026230,27680,177644,609,1,341977,Average,0.66,0
APP-1317,Manufacturing,12,4199161,63660,195102,725,0,104008,Poor,0.66,1
APP-1318,Manufacturing,18,3429595,45863,340048,390,3,350468,Poor,0.33,1
APP-1319,Manufacturing,15,3813302,60130,778821,755,2,389862,Average,0.59,0
APP-1320,Services,17,976097,10820,247469,743,0,104992,Good,0.3,0
APP-1321,Services,14,2033438,35772,767596,378,3,27011,Average,0.15,1
APP-1322,Services,14,433609,7612,694563,774,0,179675,Good,0.45,0
APP-1323,Services,18,3155003,89964,87088,402,0,93593,Good,0.41,0
APP-1324,Services,18,1913082,54249,539896,755,1,118339,Good,0.2,0
APP-1325,Manufacturing,16,2560963,72350,579955,613,0,149519,Poor,0.44,1
APP-1326,Trading,1,1803313,40591,589835,546,1,83940,Good,0.76,1
APP-1327,Manufacturing,11,2436149,40148,949989,533,0,86677,Average,0.61,1
APP-1328,Services,15,3531591,65713,510812,534,0,481059,Good,0.62,1
APP-1329,Manufacturing,12,2298885,37418,937366,686,1,469093,Good,0.63,0
APP-1330,Services,8,2853005,65281,924823,337,1,236729,Good,0.62,1
APP-1331,Services,6,1336353,42473,244907,460,0,467894,Good,0.11,0
APP-1332,Manufacturing,3,2314719,35752,872380,761,3,113570,Average,0.75,0
APP-1333,Services,13,3095471,61304,868312,748,1,499736,Good,0.68,0
APP-1334,Trading,13,3094221,76462,67560,416,0,326727,Good,0.29,1
APP-1335,Services,2,4176553,123002,911495,540,0,63056,Good,0.49,0
APP-1336,Trading,5,3254181,47728,224601,325,2,81468,Good,0.53,1
APP-1337,Trading,17,1711342,26252,890650,597,1,385041,Good,0.19,0
APP-1338,Services,6,869593,26489,386606,453,0,274161,Good,0.28,1
APP-1339,Manufacturing,2,3382791,34977,693775,767,0,229945,Good,0.12,0
APP-1340,Trading,4,2523592,59227,992027,348,1,37880,Good,0.7,1
APP-1341,Manufacturing,11,2966933,88547,946827,345,0,1355,Good,0.12,0
APP-1342,Trading,8,4936202,154882,194286,584,1,106360,Poor,0.32,1
APP-1343,Services,12,4869164,42120,290141,381,3,58936,Average,0.15,1
APP-1344,Services,8,1066783,18748,131266,343,0,195680,Good,0.65,1
APP-1345,Trading,11,3956997,58424,984507,572,2,212694,Good,0.75,1
APP-1346,Services,8,3320421,74822,13679,693,3,246590,Good,0.49,0
APP-1347,Trading,8,1976663,47746,498241,357,3,218123,Good,0.2,0
APP-1348,Services,17,835786,27854,574596,300,3,257034,Good,0.49,0
APP-1349,Manufacturing,16,2477667,52408,216096,515,2,210828,Good,0.64,1
APP-1350,Services,14,4090013,90471,705202,616,1,47266,Good,0.6,0
APP-1351,Manufacturing,11,613889,11474,992912,527,1,185626,Poor,0.62,1
APP-1352,Services,7,327834,3942,997036,772,1,189287,Poor,0.3,1
APP-1353,Manufacturing,16,4780654,76091,457154,783,2,99138,Good,0.15,0
APP-1354,Services,13,4581834,66473,539983,586,0,60656,Good,0.2,1
APP-1355,Manufacturing,15,3944325,111876,236812,810,0,54104,Good,0.77,0
APP-1356,Trading,16,1788667,39312,592787,757,0,76844,Good,0.53,0
APP-1357,Trading,9,3337281,52522,33382,394,2,969,Good,0.61,1
APP-1358,Manufacturing,3,3294998,67747,810667,792,2,361040,Poor,0.73,1
APP-1359,Services,19,4048585,55890,727583,449,1,262398,Average,0.7,1
APP-1360,Manufacturing,5,2866112,37149,667726,322,0,403522,Good,0.25,1
APP-1361,Services,10,4873062,145372,168539,514,1,65516,Average,0.14,0
APP-1362,Trading,17,1782141,56945,462532,698,0,93077,Good,0.75,0
APP-1363,Services,15,4333191,44777,384612,709,1,461413,Good,0.79,0
APP-1364,Trading,8,885544,24312,16764,430,0,211917,Good,0.5,1
APP-1365,Services,15,2289164,45018,756256,447,3,411439,Good,0.72,1
APP-1366,Services,14,336629,6078,648119,680,1,464657,Average,0.26,0
APP-1367,Services,7,2387643,61048,71836,408,1,330111,Average,0.18,0
APP-1368,Manufacturing,12,1684461,25249,304067,420,2,466508,Good,0.45,0
APP-1369,Manufacturing,17,4056714,35893,265033,594,1,201961,Average,0.67,1
APP-1370,Trading,17,2064601,28250,892143,419,0,50117,Poor,0.56,1
APP-1371,Trading,10,1866418,24182,26292,755,1,1737,Good,0.55,0
APP-1372,Manufacturing,19,3997347,36713,921345,829,3,82404,Good,0.11,0
APP-1373,Trading,14,2937569,48076,929118,468,1,425692,Average,0.32,0
APP-1374,Manufacturing,11,1796988,36292,293083,442,1,417541,Poor,0.76,1
APP-1375,Services,2,4394939,117472,253772,336,3,143398,Good,0.19,1
APP-1376,Trading,18,4946986,81500,28800,560,2,483338,Good,0.61,1
APP-1377,Trading,7,1070346,14125,66440,530,1,275055,Good,0.63,1
APP-1378,Manufacturing,12,1936522,27302,426462,553,2,160152,Average,0.61,1
APP-1379,Trading,2,3169331,97021,661809,628,3,284779,Poor,0.79,1
APP-1380,Trading,18,4053487,54524,456021,596,3,313323,Good,0.39,0
APP-1381,Services,6,4497077,136325,655615,309,3,398429,Good,0.58,1
APP-1382,Trading,10,884938,17265,583936,745,1,188214,Poor,0.24,1
APP-1383,Services,15,857400,27173,911624,529,0,235603,Good,0.38,0
APP-1384,Manufacturing,5,4634125,85896,460067,835,0,325689,Average,0.44,0
APP-1385,Trading,3,3616881,46207,959192,377,0,421156,Good,0.25,0
APP-1386,Services,5,3981792,87834,365642,724,3,240655,Good,0.73,0
APP-1387,Manufacturing,8,4417207,101710,826196,492,2,388062,Good,0.6,1
APP-1388,Trading,8,3631877,87966,828902,700,1,310748,Good,0.3,0
APP-1389,Manufacturing,8,4347255,80949,790448,408,1,219973,Poor,0.19,1
APP-1390,Trading,12,3041890,29045,179573,562,0,336476,Poor,0.3,1
APP-1391,Manufacturing,8,4199570,100795,67207,628,1,311263,Average,0.54,0
APP-1392,Manufacturing,11,355745,11262,72157,662,2,82888,Good,0.68,0
APP-1393,Services,14,1829892,59054,144288,677,1,323748,Good,0.45,0
APP-1394,Manufacturing,8,1258402,29264,687432,640,0,16820,Good,0.17,0
APP-1395,Trading,10,4593247,40560,103778,558,1,76502,Poor,0.27,1
APP-1396,Trading,7,4757527,52258,140016,634,0,374415,Good,0.34,0
APP-1397,Services,17,4030527,117623,658576,384,3,67345,Poor,0.55,1
APP-1398,Trading,4,970243,28211,178204,821,0,170386,Poor,0.27,0
APP-1399,Trading,13,3471103,111018,120573,607,3,303019,Good,0.26,0
APP-1400,Trading,4,3452410,77429,130730,561,0,333185,Average,0.3,0
APP-1401,Manufacturing,5,2386038,71411,945365,751,0,489401,Poor,0.51,1
APP-1402,Manufacturing,4,1240283,35913,74186,550,1,70793,Average,0.44,0
APP-1403,Trading,18,471001,10865,515349,623,2,473803,Good,0.69,0
APP-1404,Services,6,3946134,110192,801392,528,1,267053,Average,0.59,1
APP-1405,Manufacturing,2,2885309,33112,28781,596,0,92881,Good,0.57,1
APP-1406,Services,11,3928016,95503,247677,536,0,14866,Good,0.21,0
APP-1407,Trading,14,62336,2005,267506,516,1,173861,Good,0.14,0
APP-1408,Trading,5,1519204,18811,41126,545,0,352548,Good,0.46,0
APP-1409,Manufacturing,6,3008963,81044,248217,747,0,259546,Average,0.15,0
APP-1410,Trading,10,3241319,53005,425794,618,1,244734,Good,0.35,0
APP-1411,Manufacturing,8,1975656,56821,525474,731,0,487279,Good,0.12,0
APP-1412,Trading,14,3029718,78056,902466,703,0,328141,Good,0.22,0
APP-1413,Trading,3,4672974,147141,290027,336,0,290604,Poor,0.18,1
