business_type,years_in_operation,annual_revenue,ebitda,loan_amount,loan_term_months,promoter_credit_score,existing_debt,default_flag
Tech,13,30348690.1,-2483546.53,3979305.99,48,643,1002094.76,0
Tech,12,25638582.09,7759739.18,2140112.54,12,334,1061501.2,0
Retail,5,26831807.09,2501292.86,4776567.4,60,821,1398212.41,1
Retail,10,45155050.79,-6794649.06,4660246.27,36,817,1120482.93,0
Tech,11,18278510.3,728365.37,678467.09,12,725,95035.51,0
Manufacturing,12,19938606.11,1063894.87,2623913.44,48,632,1299064.86,0
Retail,4,29208407.1,-4931312.89,436879.67,48,370,952978.79,0
Logistics,13,1686784.65,357910.04,4117353.92,12,312,1924700.27,1
Tech,14,13193978.86,5197864.54,1446472.3,36,846,877310.76,0
Tech,2,38475376.76,10613443.74,4511150.8,24,751,1487005.07,0
Logistics,8,10734645.94,3007726.97,2581211.71,60,675,1600108.82,0
Retail,6,48309019.37,-7970066.04,4338806.4,24,829,435808.94,1
Tech,8,7766680.77,874556.52,185409.67,24,606,543721.45,0
Tech,11,39754010.23,12737728.53,2641329.58,48,677,673638.22,0
Services,10,9715169.27,3153576.13,778054.96,60,302,1684048.44,0
Tech,5,37439617.27,1393965.75,3463196.37,36,784,1243925.25,0
Manufacturing,8,21546874.49,2704628.59,2636625.47,48,544,530739.47,1
Retail,6,33680821.88,489855.77,4661994.45,12,631,690359.68,0
Retail,3,39089034.22,2145011.7,4927822.94,36,757,159311.68,0
Manufacturing,9,28988250.74,-4497781.76,819793.19,24,418,1894954.47,1
Tech,11,41114574.01,15342965.74,3801612.39,12,654,953675.55,0
Tech,2,9193510.05,1353044.13,3989795.97,60,714,1028807.74,0
Manufacturing,12,20255910.33,623062.63,1889696.59,24,727,82500.65,0
Retail,9,27346768.05,-1669245.56,537112.14,36,326,66104.39,0
Tech,9,13016321.45,1165731.68,173309.87,36,564,1028061.64,0
Tech,1,46734806.29,9512199.75,765578.9,36,620,1569765.97,0
Manufacturing,4,23586484.06,5113268.4,2203033.85,60,533,1187501.5,0
Tech,9,6098734.95,-591358.58,1334081.48,36,838,586792.29,1
Retail,7,30003492.97,3713481.16,1885608.34,48,527,1297291.32,1
Tech,5,34086594.94,9576763.13,2520537.18,60,415,1764333.45,0
Tech,9,38671234.38,125326.36,2105790.11,48,402,1437616.47,0
Retail,6,6383202.63,2496023.84,4461092.62,60,802,717015.26,0
Logistics,3,39468889.98,6108022.99,4134402.64,48,375,1579949.52,1
Tech,9,18699073.28,847867.81,2568489.87,12,370,1807960.02,0
Logistics,12,28911095.12,-3406226.23,2458775.29,12,429,1121078.7,0
Manufacturing,6,20315913.38,3658974.27,2841916.73,36,543,1956650.95,1
Logistics,5,21677261.1,6102327.43,4562909.76,48,595,1536895.8,0
Retail,9,13536499.14,3710099.84,3035586.69,24,760,992607.21,0
Manufacturing,11,36172890.5,2427777.73,2172094.7,60,333,1125339.08,1
Services,8,35849533.68,6382418.7,1466934.35,36,362,1105006.95,0
Manufacturing,12,4671392.68,-406957.81,3622644.03,24,379,1588121.25,1
Services,13,34150997.2,-3365700.11,303820.19,48,463,828616.62,1
Services,12,28140031.64,-4232523.61,2018250.68,36,609,1261042.28,0
Manufacturing,8,1407750.26,455303.16,3795733.48,24,548,299676.27,0
Manufacturing,12,10995378.6,4203256.36,2226282.72,24,504,1739811.87,0
Manufacturing,13,32028629.53,8308769.08,2936792.16,24,653,1999010.38,0
Retail,4,41249704.78,13949618.25,1214496.44,24,450,1905330.86,0
Manufacturing,10,23903270.59,-150028.71,4385075.95,12,636,397834.72,0
Manufacturing,8,33236236.63,7524303.55,1342154.98,48,352,269595.66,1
Services,2,22287348.14,2062535.14,3396296.7,48,346,707182.29,1
Tech,8,17798968.92,-802446.67,3807854.06,12,596,468056.35,1
Services,1,38611705.08,-4420698.6,100907.46,24,839,1130912.73,1
Retail,7,9289814.13,2022951.29,1750283.79,24,358,1913983.54,0
Logistics,5,42226044.31,4980242.06,2009899.07,36,770,248473.41,0
Manufacturing,7,15944064.65,-2326146.31,4364962.27,24,715,958432.51,1
Services,14,4442259.51,221840.31,4744563.83,48,666,1637475.98,0
Logistics,1,7796932.79,-194158.85,2233781.07,12,488,434280.81,1
Tech,4,9404867.78,-1398191.68,3780621.5,60,458,634146.44,1
Retail,3,38265969.49,-2131106.13,4441762.44,48,431,1195821.98,1
Manufacturing,2,25408866.13,9948897.48,134092.18,24,337,858642.68,1
Retail,10,9263643.08,3546937.63,4555590.32,12,627,24125.04,0
Retail,9,14314714.24,749692.56,1091158.19,12,519,416219.99,0
Logistics,4,28354221.4,9645012.12,4617582.59,12,407,23144.4,0
Services,8,23729850.59,7831757.65,1902156.72,48,338,1514301.16,1
Tech,13,23280227.6,-3311853.49,2108253.6,36,451,273837.65,0
Retail,14,38871943.08,3262858.64,1651913.9,12,482,1166390.32,0
Services,13,32864583.21,-286761.72,3785558.97,12,802,1872685.51,1
Logistics,6,4794014.51,948248.04,732120.46,24,562,113681.14,1
Manufacturing,10,1548032.0,295971.32,3623063.13,48,394,64127.03,0
Retail,14,31093162.12,11260176.96,628493.3,48,507,442553.18,0
Logistics,12,24596950.31,-4603246.37,4830666.88,36,490,1178237.47,1
Logistics,1,13804674.26,1113381.71,3073613.06,48,627,1962831.44,0
Logistics,6,24384026.77,4763136.09,2753817.77,12,521,1408847.24,0
Tech,14,13002143.68,-17841.88,3760341.65,12,742,188420.73,1
Manufacturing,11,49523523.36,-485874.85,3253268.39,48,662,145936.67,1
Services,8,41947842.62,16387447.9,3265224.89,60,483,1247891.15,0
Logistics,4,24579107.28,611276.62,4154182.55,48,345,1134326.18,0
Manufacturing,10,14754941.09,-2198773.27,4352132.02,12,838,1709492.26,1
Manufacturing,5,44490314.13,11383456.4,1473060.39,12,351,979863.51,0
Tech,12,18628938.47,2598514.2,742493.93,60,765,948651.14,0
Services,11,2165691.44,-10091.11,2082568.83,48,307,915263.75,1
Tech,3,11760799.1,1348112.54,2179541.83,24,736,1084275.02,0
Manufacturing,11,31518862.32,-1152203.72,3428651.66,48,338,1077166.77,0
Tech,6,32182415.45,3318759.68,4260748.02,48,335,26845.83,0
Services,13,31704845.84,6951748.79,190996.52,24,819,171502.1,0
Tech,4,36013005.32,-2074064.39,1087161.33,48,734,1195858.85,0
Manufacturing,3,16412392.66,4993011.58,1105395.88,60,438,1289126.31,1
Tech,13,31653069.66,-5874489.14,1722947.69,36,371,1794486.65,1
Manufacturing,14,39311058.1,1041368.76,1643776.83,48,460,1410761.12,0
Logistics,10,36392252.94,-6514903.77,1375947.06,48,301,1413581.01,1
Manufacturing,13,21078845.29,3630229.92,1975692.11,12,474,947520.31,1
Logistics,13,4650363.04,891808.42,2153465.95,36,580,549144.63,0
Tech,13,25548795.38,5062587.61,3658292.46,48,458,259524.47,1
Logistics,11,49216165.49,19098781.37,3525234.33,60,544,1586016.32,1
Manufacturing,9,1082372.17,51162.2,2556842.75,36,655,608492.62,0
Manufacturing,13,47145557.5,-4424729.26,305666.36,60,404,107998.58,1
Manufacturing,14,19517612.15,2744169.63,4898383.14,60,327,960473.43,0
Logistics,10,30384472.52,-2438248.11,2966459.57,12,636,1497654.93,1
Retail,1,5852105.95,838479.74,583421.15,36,609,118676.46,0
Tech,11,16171519.25,-102113.99,2471790.81,36,546,1748207.59,1
Retail,6,12923831.03,-556892.83,4049802.61,24,810,255899.88,1
Tech,2,35816366.44,14249665.79,328053.45,12,650,1816517.11,0
Manufacturing,12,15228564.69,-2248049.95,1044733.69,24,739,1880623.6,0
Manufacturing,8,11562968.56,-270081.74,1034966.51,36,348,507595.29,1
Logistics,6,10386549.87,2644557.23,2128932.35,60,715,601378.14,0
Manufacturing,2,35747139.36,1859666.7,536115.57,48,410,293920.81,1
Services,14,21143912.05,4011378.14,4308188.18,60,613,1131289.76,0
Services,10,41561359.56,-7690570.23,4380018.54,60,377,1854845.67,1
Services,2,26802361.17,7484553.49,1494904.52,36,467,940694.52,0
Services,5,39416042.13,6851691.27,591800.73,12,777,1198856.78,0
Logistics,3,43451420.26,17324752.51,1963181.72,12,740,692350.15,0
Logistics,12,6663010.09,-1215066.79,2819165.06,48,570,262430.97,1
Logistics,3,9330713.47,859903.12,4088682.0,48,695,99249.26,0
Tech,10,13083782.54,-1534079.41,4477872.98,60,718,1650429.89,0
Tech,5,43482036.2,-5911021.41,4443244.28,36,500,1618685.66,1
Services,12,3034714.28,-143547.6,2576126.96,24,451,1252358.91,0
Logistics,6,14296328.9,4355925.36,1058764.85,36,650,1635591.36,0
Tech,11,30703839.52,9444977.63,3989215.39,60,831,1900686.95,0
Logistics,4,46930399.34,-4477294.67,3519205.46,24,453,314547.07,1
Services,6,9776858.76,1281394.71,3045026.8,60,649,410543.35,0
Tech,13,16518668.74,-1704632.34,607525.17,12,816,593241.72,1
Tech,9,33682505.16,-6534014.24,3333834.76,36,675,574304.53,0
Services,11,7634715.37,-714991.16,4662189.25,24,358,1705967.94,1
Logistics,8,13625233.37,3362077.39,3106286.63,12,729,951963.38,1
Logistics,2,30209006.24,6934891.93,4414686.88,12,565,1628838.39,0
Retail,13,7670214.95,391807.74,924246.65,24,490,1010115.6,0
Retail,9,1331960.35,117042.54,3510570.19,48,410,358238.57,0
Logistics,3,26439864.66,1500200.82,4279766.44,24,484,264423.05,1
Logistics,11,45562144.14,9292643.63,2543778.79,24,731,710873.36,0
Tech,3,12990533.22,1963923.48,503476.6,36,485,1671819.16,1
Retail,13,16431408.44,4142575.85,144127.75,60,656,1421859.27,0
Services,10,26667176.96,1224827.35,1560404.32,48,358,1579456.52,0
Manufacturing,6,37086671.02,7758315.63,4001870.91,12,768,905996.2,0
Manufacturing,8,13031030.21,-1104498.48,918948.84,36,728,884982.63,1
Tech,1,16453724.93,1074730.84,4320303.03,36,327,1068379.78,1
Retail,6,4935879.34,1599534.47,4150544.84,12,398,1165107.67,0
Logistics,5,43444085.73,16253445.89,2912357.07,48,659,1906222.17,0
Logistics,6,21678108.25,4370745.11,542560.95,36,740,1184246.47,0
Services,12,30818230.6,-1318153.42,3859663.68,36,684,641398.57,1
Manufacturing,5,43338755.55,9625496.76,880486.88,12,810,1087187.94,0
Services,7,29377618.5,-1468651.5,2598460.75,36,326,1420058.7,0
Logistics,2,6334075.38,-1108150.94,545957.85,12,728,1994454.41,0
Manufacturing,13,46461842.71,2128907.51,3187034.96,48,441,919702.16,0
Manufacturing,4,45344620.0,-6374460.42,4884765.6,36,345,1712292.3,0
Logistics,1,19252949.51,-2630527.52,148317.57,48,351,1059549.83,1
Logistics,1,16390565.55,4343991.16,4401377.62,60,777,1553536.54,0
Logistics,3,32161047.67,3301864.96,187580.3,24,585,1219137.07,0
Retail,4,28408267.86,7773097.71,4749344.61,48,632,650442.38,1
Retail,11,32612973.39,-4002010.62,3766762.13,36,712,1781713.93,0
Tech,9,17739593.46,2949571.1,2605349.16,36,327,1748593.12,0
Services,9,25129969.64,9954056.12,637936.47,36,771,1805552.1,1
Services,10,15516812.31,-443919.94,372335.5,12,823,1049376.82,0
Services,5,15566205.28,-147813.89,4253088.34,24,548,887889.92,1
Tech,9,38348627.33,11476136.66,2155744.26,60,812,950395.44,1
Logistics,12,14894201.24,-186196.22,2404413.54,12,466,1653898.05,1
Manufacturing,7,25087829.39,1003295.25,986010.55,60,533,549296.39,1
Services,14,23790001.41,8831311.59,4422036.11,12,838,278375.61,0
Tech,8,3952972.11,600519.88,2362712.96,24,326,1455419.04,0
Manufacturing,7,1192094.79,-75201.25,4387669.2,36,383,1134971.76,1
Retail,6,24058371.52,-4152657.07,1312021.72,48,641,1849267.36,0
Services,2,23067838.88,8241584.5,4013568.12,12,555,1983786.97,0
Retail,2,47777378.53,13577901.4,4425436.17,24,711,266704.01,0
Tech,4,22432258.68,6742028.6,4912018.65,48,347,737758.18,1
Manufacturing,14,27134937.37,72951.43,669285.8,36,730,633494.37,0
Retail,2,38222546.85,-7014169.47,284024.74,60,505,1900361.42,1
Tech,2,34099411.18,8911766.77,2594116.88,24,373,535689.84,1
Logistics,13,18937212.48,2396665.42,967503.06,60,443,1704730.7,1
Manufacturing,11,40027775.31,-4560801.46,2462258.24,60,828,390349.23,0
Tech,4,2701620.85,-138522.1,487733.52,36,403,1159221.8,1
Manufacturing,7,9147631.7,829704.05,1381315.23,60,341,1212387.07,0
Services,13,14601124.74,-751722.18,249966.93,48,830,678175.23,1
Tech,8,46759580.59,-8701984.09,3724774.74,24,679,1261559.47,0
Retail,9,47441314.33,12577274.07,4998214.56,36,539,1396626.65,0
Services,12,44492947.04,10589266.81,3372890.05,36,488,1497835.28,1
Manufacturing,10,24944879.06,5306482.24,2460603.57,12,308,1413530.56,1
Tech,10,31813366.78,8291853.88,4497666.14,12,757,688876.58,0
Logistics,13,19154371.16,-466614.87,3391163.68,36,405,681753.08,1
Manufacturing,7,1418637.66,-27699.19,3259488.65,12,369,1051372.11,1
Manufacturing,7,33065254.8,11958155.45,913372.86,12,635,1552782.74,0
Manufacturing,5,16401423.45,3053461.89,1355139.34,24,738,1154683.45,0
Manufacturing,13,36251304.62,-1204003.2,3365703.96,12,815,110435.25,1
Manufacturing,10,40922714.95,282232.26,2585299.29,60,468,1849494.95,1
Retail,5,48477410.07,13583894.58,393385.67,36,797,1013382.4,1
Tech,7,44551587.27,422023.71,2428707.98,24,659,942736.22,0
Tech,3,27726917.68,9474320.79,748419.72,60,434,1778184.8,1
Retail,14,35741672.91,3719060.55,4300906.34,60,758,1587182.39,0
Retail,11,5679571.44,-329990.21,2602880.95,24,574,1212219.2,1
Manufacturing,1,6242860.66,-23415.06,2218992.06,60,810,1939053.05,0
Logistics,13,32465098.79,-3493311.31,2413769.41,60,829,1244333.85,0
Manufacturing,12,37344673.72,-1633900.2,1313332.55,60,343,810204.25,1
Manufacturing,13,19039539.55,6693016.4,1997726.75,36,447,1027305.34,1
Services,3,32419510.5,8407374.05,3684878.93,24,805,1710971.91,0
Manufacturing,14,42217968.68,4689417.08,2703819.79,24,660,132337.44,0
Retail,3,47813626.07,-3835436.58,3373068.0,12,479,1312479.79,1
Logistics,5,8438524.64,96609.69,4654186.15,12,738,11441.86,0
Manufacturing,8,15049175.08,3726962.0,3137834.83,24,535,212776.81,0
Manufacturing,2,32329142.52,3909428.73,4857788.24,24,329,649648.22,0
Logistics,13,21015172.78,7060502.99,4623723.3,36,396,1154154.89,1
Logistics,13,2084893.64,462782.86,2964647.84,24,427,866160.41,0
Manufacturing,5,29775792.87,-3423789.32,2455630.47,36,608,1323350.12,0
Services,2,45632777.45,-7734860.87,4146216.44,60,806,1858232.71,0
Manufacturing,11,17828529.96,4344214.08,2779889.83,12,511,161693.6,1
Services,12,46324161.31,14008782.51,2097927.21,60,527,1322000.6,0
Logistics,5,24525932.37,4602450.73,4468129.82,24,779,347121.36,1
Tech,6,33045964.38,9359557.19,2014515.47,12,833,823111.49,0
Services,4,37137394.99,4869558.48,4693877.34,36,607,633927.31,0
Manufacturing,4,34784365.45,1554370.39,4405618.16,24,549,599771.48,0
Tech,4,6970962.57,398610.92,1343273.08,60,307,1698438.29,0
Tech,9,41866783.07,-2220965.74,3789420.15,48,382,1781491.18,1
Services,9,7325991.68,331532.31,1642449.56,48,634,281169.66,0
Tech,14,33964772.25,6310987.02,2612171.55,36,648,1754317.21,0
Logistics,7,43811364.4,-6766519.92,3385036.02,12,651,1784060.23,0
Services,7,35287752.42,13225727.5,4543676.88,48,551,1412425.97,0
Retail,4,7894535.07,935505.33,4172523.36,24,446,978580.32,0
Services,3,21077709.8,-779649.86,4013981.96,12,519,534659.1,1
Services,12,46245323.48,-3014707.31,2914699.57,60,811,1848632.71,1
Tech,2,23326518.01,4975542.12,2502754.37,12,634,336770.6,0
Retail,13,7102371.21,51329.56,4031215.2,12,681,1198758.44,1
Tech,5,18927843.01,6342900.89,1332834.95,60,647,1722498.77,0
Tech,5,32734019.25,8745025.95,501121.38,24,802,1018577.98,0
Services,5,45624045.88,8168635.3,323195.76,60,826,1062218.85,0
Services,9,37293309.03,10063005.16,399741.6,24,718,659084.27,0
Services,9,19353813.54,2632423.27,2404151.3,12,558,1120007.98,0
Logistics,8,34587051.46,-1556295.77,3698895.09,48,441,664619.82,1
Tech,3,47920111.65,2246714.84,154131.01,48,367,545095.3,1
Services,6,17974701.33,-3264031.8,1661508.25,48,686,48223.68,1
Manufacturing,11,10869568.02,4149583.15,2224750.68,36,599,1753210.56,1
Tech,13,22245511.98,-1059982.94,1103527.47,48,606,1292505.04,0
Services,11,36261834.86,-3674096.28,2055794.14,24,689,821033.28,1
Tech,11,16536817.27,-121164.26,2859670.65,24,447,893972.58,0
Logistics,10,34564634.62,-6622051.37,3858361.4,60,450,232805.7,0
Retail,14,1500767.25,-3685.9,2399483.16,60,471,28456.45,1
Tech,9,1603934.39,55010.02,1902377.9,24,506,356968.15,1
Services,2,33304759.96,-108674.77,1335756.29,24,409,1669596.99,1
Services,8,17825344.73,923365.08,1204741.2,60,350,971641.12,0
Manufacturing,1,36041307.4,-5989351.76,3497987.84,60,533,1186225.56,1
Manufacturing,11,48860067.2,719342.92,250854.19,36,714,1810937.38,0
Retail,6,19438146.77,3975139.66,1264309.58,60,385,1371406.1,1
Retail,14,8096113.19,2234138.73,3145984.93,60,684,377344.58,0
Logistics,5,16691029.55,1788675.93,4711587.64,36,639,1241930.19,0
Manufacturing,1,37889277.01,-5342086.16,4585817.64,12,739,456661.67,0
Services,6,7506668.12,-196919.34,3339539.88,36,736,1669723.84,0
Manufacturing,1,21895240.24,-16645.67,2204152.06,24,522,571840.88,1
Tech,10,38359970.71,-5719694.21,2126135.97,24,741,1405254.21,1
Retail,13,32005300.07,5238282.47,1562064.52,12,748,221172.69,0
Tech,3,2039183.79,251144.42,2367523.71,24,513,924988.55,0
Tech,3,25349624.91,1191821.19,1782431.59,48,552,634744.67,1
Retail,11,18374432.21,-2045598.42,2813492.38,36,532,1794077.03,1
Tech,7,45082499.26,2608348.13,1893382.4,36,806,1791597.72,0
Services,3,41143075.04,2982229.44,1756903.34,12,335,1789821.29,1
Manufacturing,14,32008250.32,-4126717.13,2711162.61,36,312,179934.56,1
Retail,7,7369406.26,1621134.6,1480099.75,36,506,489225.34,1
Logistics,2,13492980.51,3411210.34,4832378.5,60,593,1267464.01,0
Retail,10,47390573.99,9222946.37,2257723.69,48,512,950185.34,0
Services,2,2595579.82,1020790.71,2344528.0,12,364,695331.34,0
Tech,4,27649937.49,9134652.46,213223.58,12,490,946869.81,1
Tech,8,25689374.44,3110403.74,4762743.52,12,403,1676588.23,1
Retail,4,23020535.71,4288561.88,4740728.98,36,668,1158145.06,0
Logistics,5,1445333.95,-34866.81,3214544.69,60,358,229279.89,1
Tech,14,41406739.3,10055314.15,3475374.13,48,616,679654.05,0
Manufacturing,10,15976487.56,4682071.69,4309992.78,24,454,1833749.66,1
Services,12,19461750.97,-2393213.61,1879330.68,12,582,1892617.8,0
Manufacturing,5,30033749.57,-1041421.05,1007813.31,48,390,1598531.93,0
Logistics,11,46143586.35,-2338973.2,2989920.04,24,546,721733.2,0
Tech,11,18904248.07,4793044.62,3672165.76,36,460,1115801.56,0
Logistics,1,46125507.32,-7369819.59,1285079.44,60,597,868437.19,0
Logistics,4,22781151.5,-1061196.85,2388140.3,12,381,398700.26,1
Retail,1,19339066.15,7520403.59,3651050.95,48,300,962870.69,0
Logistics,4,22094370.63,-4164921.89,1845639.91,12,757,1305053.76,1
Manufacturing,6,31889376.14,10331105.44,3691818.65,36,447,897226.51,1
Manufacturing,7,22901942.92,-2947901.54,2163837.76,12,442,1180506.73,0
Logistics,14,44553203.4,-4776207.37,1555030.97,12,529,145524.75,0
Tech,1,4849383.38,-47757.23,2944544.46,12,677,581727.87,0
Retail,5,13375741.16,-2208909.8,2697433.63,24,751,1368457.42,0
Services,14,10043694.18,236777.05,4899157.38,12,516,1269672.31,1
Manufacturing,2,16947813.98,-2380074.49,584477.84,36,641,1090016.83,0
Tech,3,31836896.19,2148474.16,3556246.05,12,498,829240.12,0
Manufacturing,13,41404977.65,9921582.92,1459978.63,36,692,799012.95,1
Tech,4,18532392.36,4849363.89,2402061.96,48,376,1738680.22,0
Logistics,12,16303206.91,2682348.2,1468658.83,48,394,64239.51,0
Retail,7,32429051.06,-3539418.38,2067988.02,60,415,430963.97,1
Services,12,35296800.35,10250267.44,3088356.8,12,455,628953.27,1
Manufacturing,4,19761588.98,1292695.73,2926128.15,36,650,1778371.4,0
Services,11,20344684.77,-1152859.09,2464438.2,60,456,587352.83,1
Manufacturing,11,27528217.37,1976061.11,361366.8,48,460,223274.89,0
Manufacturing,5,15763576.0,-2060266.61,3413545.3,12,335,1759361.41,1
Logistics,10,44226730.75,13434474.27,1763908.39,60,578,84089.59,0
Manufacturing,6,18391828.7,2976549.79,953135.31,12,584,1418647.71,1
Retail,4,35581714.44,3403656.67,4039711.67,48,677,673347.67,0
Logistics,8,27997694.43,-391447.17,4859869.06,60,831,238801.28,1
Logistics,13,19951460.93,-2211883.16,4540645.76,36,722,1188209.28,1
Services,10,22875414.39,7750624.54,457987.37,24,311,901246.85,0
Tech,5,47280002.39,3360555.54,4770569.94,48,482,1448271.96,1
Logistics,14,38172489.01,3254153.25,1191468.97,12,371,633771.1,0
Services,9,13057993.08,-1591261.93,2216921.52,12,559,221912.52,0
Manufacturing,1,25025230.05,8505150.91,3796442.18,60,357,1041054.23,1
Tech,3,14689632.8,-1012029.71,842780.77,60,712,1834851.71,1
Tech,14,25028468.85,2478371.91,214106.69,12,650,1479731.6,0
Manufacturing,4,17087938.07,-2013516.78,2675193.38,60,723,945608.93,1
Manufacturing,8,24237285.69,-2109326.34,3818670.02,24,540,1401409.15,0
Services,5,19559541.27,-1992802.64,4754779.55,48,461,1406610.61,1
Services,9,17896362.84,5364254.85,263626.7,48,448,1676825.46,1
Retail,10,10722401.66,-1950324.14,222520.15,60,515,1857608.04,0
Manufacturing,2,35128168.49,7868230.31,4113738.09,48,836,130385.6,0
Retail,7,28863185.38,3607141.28,1457523.42,36,711,836737.82,1
Services,10,4340981.31,1358494.18,3525969.41,60,680,1712886.09,0
Services,12,24344141.98,3885453.86,4932283.53,24,417,1009284.88,1
Retail,14,13843303.82,4705316.88,1826912.03,36,719,1356720.18,0
Manufacturing,9,18280073.42,945977.36,462419.62,12,800,1217375.06,1
Services,10,23068259.0,-2036824.39,1965408.12,12,613,1590281.45,1
Retail,10,15617821.28,-273021.21,4760449.78,12,808,56967.62,1
Tech,11,12032124.5,-1724127.48,280777.12,36,313,344623.67,0
Services,3,26938033.66,7247363.06,904781.23,60,650,1005059.25,0
Retail,13,40738789.12,13401509.28,3804750.89,12,692,657690.58,0
